timestamp,Close,High,Low,trade_count,Open,Volume,vwap
2024-04-08 04:00:00,169.9,171.6599,166.82,423551,168.2,43997546,169.652328
2024-04-09 04:00:00,170.78,171.6,167.29,399563,170.21,42927985,169.382987
2024-04-10 04:00:00,167.14,169.7752,164.0,560173,166.71,59599958,166.533464
2024-04-11 04:00:00,170.5,170.9499,166.5492,431701,167.545,48994531,169.346947
2024-04-12 04:00:00,163.28,165.7,161.825,583940,164.53,63433833,163.439135
2024-04-15 04:00:00,160.32,164.44,158.76,543834,164.43,61461150,161.580453
2024-04-16 04:00:00,163.46,164.8799,161.67,504427,162.28,55302100,163.357876
2024-04-17 04:00:00,154.02,164.45,153.88,646783,163.97,75908969,157.696926
2024-04-18 04:00:00,155.08,156.96,152.32,513832,155.51,52669816,155.017218
2024-04-19 04:00:00,146.64,154.25,145.29,677663,151.59,71618197,149.19575
2024-04-22 04:00:00,148.64,149.89,145.63,416789,148.15,49859635,147.89211
2024-04-23 04:00:00,152.27,153.495,150.35,401344,151.65,46051911,152.422593
2024-04-24 04:00:00,151.74,157.6598,150.63,407229,156.56,43412550,152.98094
2024-04-25 04:00:00,153.76,155.14,146.75,395813,149.15,41471423,152.605719
2024-04-26 04:00:00,157.4,158.63,153.4252,406793,154.24,42510708,157.103637
2024-04-29 04:00:00,160.2,160.77,156.26,441481,159.08,43478221,159.342524
2024-04-30 04:00:00,158.38,162.29,158.35,588508,160.63,60742834,160.263426
2024-05-01 04:00:00,144.27,151.37,142.14,928448,148.11,89413168,145.899062
2024-05-02 04:00:00,146.16,147.62,141.155,498961,145.51,50034730,144.629457
2024-05-03 04:00:00,150.6,150.79,147.2384,430924,148.75,49361081,149.432057
2024-05-06 04:00:00,155.78,156.65,151.26,397315,153.1,44624546,154.991957
2024-05-07 04:00:00,154.43,157.7,153.66,345893,156.32,37374906,155.488008
2024-05-08 04:00:00,153.62,155.33,152.52,264758,153.4,28727963,153.742493
2024-05-09 04:00:00,152.39,154.092,150.61,291748,153.13,33017962,152.33323
2024-05-10 04:00:00,151.92,156.37,151.31,352707,154.2874,37652770,152.963792
2024-05-13 04:00:00,150.56,153.33,150.4,289375,151.28,27859183,152.027328
2024-05-14 04:00:00,153.16,153.4879,148.78,316830,150.43,31938277,151.955565
2024-05-15 04:00:00,159.67,159.69,154.7,429503,155.588,43195901,157.792347
2024-05-16 04:00:00,162.62,168.06,159.9,655197,160.92,76726728,164.59746
2024-05-17 04:00:00,164.47,169.72,162.32,562946,168.43,65944362,165.562115
2024-05-20 04:00:00,166.33,168.49,164.47,409078,165.55,45618044,166.522309
2024-05-21 04:00:00,164.66,165.83,163.1,310289,164.0,30005478,164.497365
2024-05-22 04:00:00,165.52,169.8148,163.86,444265,167.41,47426719,166.596816
2024-05-23 04:00:00,160.43,173.14,158.27,818274,170.18,91888841,163.474303
2024-05-24 04:00:00,166.36,167.66,160.25,477097,161.412,54868646,165.342792
