timestamp,Close,High,Low,trade_count,Open,Volume,vwap
2024-04-08 04:00:00,172.98,174.5,167.79,1134904,169.34,104423320,172.613838
2024-04-09 04:00:00,176.88,179.22,171.92,1017416,172.91,103232675,175.946489
2024-04-10 04:00:00,171.76,174.93,170.01,955350,173.04,84532407,171.820544
2024-04-11 04:00:00,174.6,175.88,168.51,1028915,172.55,94515987,172.472538
2024-04-12 04:00:00,171.05,173.8099,170.3644,761282,172.34,64618300,171.824813
2024-04-15 04:00:00,161.48,170.69,161.38,1341841,170.24,100245310,164.491064
2024-04-16 04:00:00,157.11,158.19,153.75,1273557,156.742,96999956,156.354785
2024-04-17 04:00:00,155.45,158.33,153.78,1005336,157.64,82439718,155.945167
2024-04-18 04:00:00,149.93,152.2,148.7,1254708,151.25,96098830,150.45591
2024-04-19 04:00:00,147.05,150.94,146.22,1078905,148.97,87074500,148.744594
2024-04-22 04:00:00,142.05,144.44,138.8025,1403278,140.56,107097564,141.705475
2024-04-23 04:00:00,144.68,147.26,141.11,1401800,143.33,124545104,144.904004
2024-04-24 04:00:00,162.13,167.97,157.51,1823957,162.84,181251511,161.92409
2024-04-25 04:00:00,170.18,170.88,158.36,1361934,158.96,126427521,165.584064
2024-04-26 04:00:00,168.29,172.12,166.37,1160007,168.85,109815725,169.165039
2024-04-29 04:00:00,194.05,198.87,184.54,2641241,188.42,243875078,191.934834
2024-04-30 04:00:00,183.28,190.95,182.8401,1319801,186.98,127031787,185.6784
2024-05-01 04:00:00,179.99,185.86,179.01,1031366,182.0,92829719,181.687964
2024-05-02 04:00:00,180.01,184.6,176.02,936177,182.86,89148041,179.683861
2024-05-03 04:00:00,181.19,184.78,178.42,845583,182.1,75491539,181.248393
2024-05-06 04:00:00,184.76,187.56,182.2,980553,183.8,84390253,184.522822
2024-05-07 04:00:00,177.81,183.26,177.4,942274,182.4,75045854,179.156392
2024-05-08 04:00:00,174.72,176.06,170.15,904274,171.59,79969488,173.884987
2024-05-09 04:00:00,171.97,175.62,171.37,770102,175.01,65950292,173.016247
2024-05-10 04:00:00,168.47,173.0599,167.75,918770,173.05,72627178,169.427618
2024-05-13 04:00:00,171.89,175.4,169.0,879153,170.0,67018903,172.606544
2024-05-14 04:00:00,177.55,179.49,174.07,987397,174.4959,86407422,176.979861
2024-05-15 04:00:00,173.99,180.0,173.11,962087,179.9,79662993,174.63672
2024-05-16 04:00:00,174.84,175.79,171.43,727805,174.1,59812220,174.233682
