timestamp,Close,High,Low,trade_count,Open,Volume,vwap
2024-04-08 04:00:00,389.1,390.14,388.57,32985,389.05,2431263,389.28494
2024-04-09 04:00:00,388.84,389.98,385.73,53577,389.62,4004661,387.657968
2024-04-10 04:00:00,384.51,385.97,383.03,79441,384.92,5173092,384.27431
2024-04-11 04:00:00,384.54,386.08,382.0,52100,385.47,3972750,384.336594
2024-04-12 04:00:00,379.87,382.93,378.81,67372,382.31,5304272,380.46059
2024-04-15 04:00:00,377.31,383.82,376.6,73873,383.33,4870703,379.735799
2024-04-16 04:00:00,377.98,379.93,377.04,66670,379.74,4383476,378.503001
2024-04-17 04:00:00,377.45,380.19,376.14,66418,379.21,4584927,377.813135
2024-04-18 04:00:00,377.84,380.93,376.85,61832,379.05,4579224,378.689663
2024-04-19 04:00:00,379.8,381.03,377.92,70509,378.69,5078592,379.33516
2024-04-22 04:00:00,382.37,384.44,379.81,49760,381.73,4128981,381.775243
2024-04-23 04:00:00,385.02,385.59,382.91,43781,383.69,3126359,384.469333
2024-04-24 04:00:00,384.44,385.4657,383.0201,48808,384.87,3575814,384.387668
2024-04-25 04:00:00,380.92,381.55,377.48,65395,379.79,4682844,379.388052
2024-04-26 04:00:00,382.31,383.34,380.53,43352,380.75,4252374,382.303572
2024-04-29 04:00:00,383.8,384.03,382.07,39521,383.1,3265901,383.355051
2024-04-30 04:00:00,378.13,382.749,378.08,53951,382.46,3463622,380.349609
2024-05-01 04:00:00,378.89,383.48,377.98,72759,378.38,5731591,380.25144
2024-05-02 04:00:00,382.23,382.91,378.9,48536,381.15,3535552,381.184132
2024-05-03 04:00:00,386.77,387.99,385.06,63503,387.14,4471092,386.736323
2024-05-06 04:00:00,388.45,388.74,386.83,37576,388.32,2596106,387.921916
2024-05-07 04:00:00,388.74,389.75,388.34,37778,389.17,2428600,389.070219
2024-05-08 04:00:00,390.48,390.91,388.19,38069,388.34,2855082,389.825681
2024-05-09 04:00:00,394.0,394.26,390.01,59542,390.11,4141242,392.630438
2024-05-10 04:00:00,395.18,395.8989,394.0958,45575,395.25,3505595,395.129559
2024-05-13 04:00:00,394.46,396.61,394.07,34104,396.38,2635805,395.317786
2024-05-14 04:00:00,395.58,396.245,393.81,36611,394.54,2702732,395.129504
2024-05-15 04:00:00,399.28,399.5,396.94,44114,397.24,3421205,398.309306
2024-05-16 04:00:00,399.21,400.995,399.13,39877,399.75,2877239,400.094264
2024-05-17 04:00:00,399.95,400.02,398.44,32682,399.11,2703120,399.179155
2024-05-20 04:00:00,398.1,400.72,397.8401,27565,399.77,2094760,399.226099
2024-05-21 04:00:00,398.78,399.06,397.7697,20709,398.32,1618266,398.470259
2024-05-22 04:00:00,396.66,398.8451,395.51,26498,397.95,2647164,397.211702
2024-05-23 04:00:00,390.66,397.09,390.25,43442,397.06,3361204,392.65399
2024-05-24 04:00:00,390.64,392.251,390.16,29090,391.22,2072175,391.177848
2024-05-28 04:00:00,388.6,390.22,387.02,33402,389.81,2176119,388.643671
2024-05-29 04:00:00,384.58,385.72,384.241,35014,385.31,2714977,384.927275
2024-05-30 04:00:00,381.48,382.4,380.41,45465,381.37,4070361,381.410587
2024-05-31 04:00:00,387.53,387.61,381.27,48038,381.98,4748353,383.823119
2024-06-03 04:00:00,386.24,387.89,382.93,43499,387.87,3614283,385.555511
2024-06-04 04:00:00,387.51,388.3783,384.54,29778,385.0,2822456,386.718512
2024-06-05 04:00:00,388.53,388.97,385.9699,24749,388.6,2181357,387.758126
2024-06-06 04:00:00,389.33,390.59,387.785,28765,388.81,2241901,389.145138
2024-06-07 04:00:00,388.49,391.62,387.89,25437,388.88,1952036,389.584751
2024-06-10 04:00:00,389.29,389.36,387.19,22048,388.03,1382234,388.480788
2024-06-11 04:00:00,387.97,388.2,384.8971,31822,387.66,2522641,386.629453
2024-06-12 04:00:00,387.69,391.91,386.69,44650,391.58,3866703,388.824332
2024-06-13 04:00:00,386.88,387.67,384.59,30766,386.82,3136085,386.034483
2024-06-14 04:00:00,386.46,386.54,383.63,36099,384.62,2884306,385.542674
2024-06-17 04:00:00,388.58,389.21,384.98,32655,385.25,2025268,387.543495
2024-06-18 04:00:00,389.14,390.19,388.02,26485,388.91,1848654,388.8603
2024-06-20 04:00:00,392.07,393.11,388.38,43400,388.74,3588047,391.307554
2024-06-21 04:00:00,391.34,392.47,390.46,35340,391.67,2594616,391.424053
2024-06-24 04:00:00,393.98,395.59,391.9,37536,392.47,3096624,394.374194
2024-06-25 04:00:00,391.02,394.1055,389.82,35518,393.56,2923874,391.561833
2024-06-26 04:00:00,391.24,391.73,389.01,23624,390.09,1501877,390.658558
2024-06-27 04:00:00,391.56,392.39,390.156,22578,390.61,1601054,391.355415
2024-06-28 04:00:00,391.13,394.3199,389.2,44863,391.37,3612930,392.052869
2024-07-01 04:00:00,391.46,394.29,390.26,31453,392.08,2536492,392.121038
2024-07-02 04:00:00,393.29,393.29,390.69,23381,390.79,1711557,391.941505
2024-07-03 04:00:00,392.83,394.055,392.1401,24862,393.73,2319124,393.100039
2024-07-05 04:00:00,393.7,394.0,391.65,25915,393.19,2011070,393.052366
2024-07-08 04:00:00,393.46,396.732,392.78,38684,394.41,3374525,394.859112
2024-07-09 04:00:00,392.94,395.04,391.47,40877,393.22,3826722,392.981338
2024-07-10 04:00:00,397.26,397.46,392.6303,44025,392.94,4234313,394.955118
2024-07-11 04:00:00,397.63,398.89,396.31,43085,397.5,4027421,397.738525
2024-07-12 04:00:00,400.32,402.69,398.12,51981,398.86,4711778,400.582576
2024-07-15 04:00:00,402.36,403.58,401.4,55178,402.47,4433484,402.539527
2024-07-16 04:00:00,409.66,409.985,403.85,75845,403.86,6547601,407.616149
2024-07-17 04:00:00,411.93,412.34,408.56,62354,408.56,4490623,411.11638
2024-07-18 04:00:00,406.72,413.86,406.05,60865,410.68,4922194,409.954517
2024-07-19 04:00:00,402.95,406.06,401.95,53695,405.37,4284514,403.556882
2024-07-22 04:00:00,404.15,404.73,402.22,35568,404.04,2313989,403.740492
2024-07-23 04:00:00,403.49,405.29,403.22,27383,404.29,1693478,404.249228
2024-07-24 04:00:00,398.67,402.63,398.08,48183,401.73,3701277,399.899222
2024-07-25 04:00:00,399.49,404.39,398.3713,47117,398.63,4179842,401.069077
2024-07-26 04:00:00,405.97,407.617,401.71,40209,401.81,2810634,405.486496
2024-07-29 04:00:00,405.51,407.0,403.96,29942,406.86,2039018,405.633916
2024-07-30 04:00:00,407.41,408.72,405.28,35479,405.87,2576403,406.833143
2024-07-31 04:00:00,408.49,412.01,406.49,60159,407.46,5634760,409.390615
2024-08-01 04:00:00,403.23,410.93,400.96,62187,409.7,5497860,404.516964
2024-08-02 04:00:00,397.13,400.38,393.56,62540,399.93,4844932,396.380157
2024-08-05 04:00:00,386.81,390.3,384.9309,96665,386.515,8680170,387.505548
2024-08-06 04:00:00,389.96,394.52,386.26,52116,387.56,4058038,390.591524
2024-08-07 04:00:00,387.77,394.79,387.2796,50708,392.63,3969365,391.117064
2024-08-08 04:00:00,394.52,395.14,389.24,37365,389.51,2993543,393.104537
2024-08-09 04:00:00,395.15,396.49,392.415,40792,394.18,3380211,394.662476
2024-08-12 04:00:00,393.77,396.04,392.61,29399,395.95,1902029,394.203674
2024-08-13 04:00:00,397.79,398.13,394.07,40820,395.07,3510789,396.430514
2024-08-14 04:00:00,400.09,400.88,397.51,57246,397.74,5230413,399.260216
2024-08-15 04:00:00,405.88,406.14,403.18,42809,404.74,3764149,405.138046
2024-08-16 04:00:00,406.74,407.37,404.6,37329,405.03,2789195,406.016467
