timestamp,Close,High,Low,trade_count,Open,Volume,vwap
2024-04-08 04:00:00,154.85,155.27,152.61,275573,152.78,20701974,154.628409
2024-04-09 04:00:00,156.6,158.56,155.19,387153,156.085,31113013,156.708735
2024-04-10 04:00:00,156.14,156.61,154.68,330071,156.21,22838629,155.731725
2024-04-11 04:00:00,159.41,159.68,156.46,333353,156.91,27166431,158.438782
2024-04-12 04:00:00,157.73,160.2225,157.14,323766,157.96,25340929,158.18726
2024-04-15 04:00:00,154.86,159.24,154.59,357445,158.86,27136472,156.604561
2024-04-16 04:00:00,154.4,155.65,153.43,298253,154.19,20779495,154.518523
2024-04-17 04:00:00,155.47,157.08,154.58,295796,155.62,21763130,155.760802
2024-04-18 04:00:00,156.01,156.94,154.62,283184,155.34,19883044,156.032668
2024-04-19 04:00:00,154.09,156.36,152.3,353933,156.2,32615639,154.234854
2024-04-22 04:00:00,156.28,157.64,154.06,327895,154.31,26446206,156.004785
2024-04-23 04:00:00,158.26,158.97,156.28,278620,156.96,21151568,158.116353
2024-04-24 04:00:00,159.13,159.565,157.165,324173,157.49,22779112,158.450007
2024-04-25 04:00:00,156.0,156.49,150.87,724135,151.33,57109730,154.809773
2024-04-26 04:00:00,171.95,174.71,169.65,731530,174.37,64665299,171.923005
2024-04-29 04:00:00,166.15,169.55,165.21,520320,169.058,45610024,167.127286
2024-04-30 04:00:00,162.78,168.1,162.6,393267,165.612,33562861,164.563974
2024-05-01 04:00:00,163.86,167.12,163.09,406392,164.3,33493151,164.913512
2024-05-02 04:00:00,166.62,166.73,163.89,297229,164.785,24294549,165.670656
2024-05-03 04:00:00,167.24,167.96,163.05,429648,167.56,34662432,165.823144
2024-05-06 04:00:00,168.1,168.14,166.03,312884,167.46,21871283,167.207877
2024-05-07 04:00:00,171.25,171.76,168.39,356112,168.5,28039696,170.737107
2024-05-08 04:00:00,169.38,170.15,168.735,240078,169.0,19586146,169.538863
2024-05-09 04:00:00,169.96,170.69,168.18,232396,169.39,15346700,169.267101
2024-05-10 04:00:00,168.65,169.85,166.19,397942,168.025,29799931,168.225396
2024-05-13 04:00:00,169.14,169.28,164.0,423075,164.26,31327602,166.744957
2024-05-14 04:00:00,170.34,171.25,168.8,322375,169.77,25127138,170.124905
2024-05-15 04:00:00,172.51,172.65,170.51,340477,170.63,26948370,171.847054
2024-05-16 04:00:00,174.18,175.115,172.69,319821,173.29,27867947,174.212654
2024-05-17 04:00:00,176.06,176.265,173.69,277992,174.18,24479262,175.63836
2024-05-20 04:00:00,176.92,178.77,176.08,283641,176.192,22554400,177.258345
2024-05-21 04:00:00,177.85,178.15,175.81,232102,176.9,16806769,177.468037
2024-05-22 04:00:00,176.38,177.15,175.21,257741,176.644,17880042,176.027798
2024-05-23 04:00:00,173.55,178.25,172.95,280336,177.07,21024935,174.723615
2024-05-24 04:00:00,174.99,175.77,173.65,235035,174.98,16579438,175.008156
2024-05-28 04:00:00,176.4,177.27,174.365,311501,174.45,20572157,176.041185
2024-05-29 04:00:00,175.9,176.836,174.72,257399,175.43,23388693,176.056616
2024-05-30 04:00:00,172.11,175.22,171.79,300626,175.2,22958677,172.82545
2024-05-31 04:00:00,172.5,173.06,169.44,343450,171.86,37638876,171.731216
2024-06-03 04:00:00,173.17,174.525,171.16,309997,172.54,27459118,172.712615
2024-06-04 04:00:00,173.79,173.845,171.89,240142,173.28,26879596,173.151789
2024-06-05 04:00:00,175.41,176.645,173.9339,305194,175.2,22068519,175.242145
2024-06-06 04:00:00,176.73,177.15,175.75,271945,175.895,23251013,176.594093
2024-06-07 04:00:00,174.46,177.87,174.3,255965,177.05,19661399,175.745272
